Best Hit,Component RT,Base Peak MZ,CAS#,Library RI,Component RI,Match Factor,Compound Name,Formula,Library File,Component Area,Base Peak Area,Type,Comment
True,4.08220238209836,97.0999984741211,4436-75-3,898,772.789002834553,86.0668621892155,"3-Hexene-2,5-dione",C6H8O2,NIST17.L,88026.4364440327,36193.9365422294,Blank,BW_2021_08_16
True,4.16600403097993,166,127-18-4,814,777.17989543349,95.7049669074474,Tetrachloroethylene,C2Cl4,NIST17.L,269499.578502989,58322.6366830862,Blank,BW_2021_08_16
True,4.31604585517225,56,123-86-4,812,785.041525176695,97.9336042218372,"Acetic acid, butyl ester",C6H12O2,NIST17.L,66222373.1120651,25188699.1737105,Blank,BW_2021_08_16
True,4.45421491192607,206.900009155273,541-05-9,851,792.281066364718,92.9097186072353,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,NIST17.L,180154.127447654,121823.444053082,Blank,BW_2021_08_16
True,4.59220615699626,83.0999984741211,22581-42-6,893,799.51129088635,72.9098318643225,"2-Pyrazoline, 4-ethyl-1-methyl-",C6H12N2,NIST17.L,66256.9150981744,25940.860855558,Blank,BW_2021_08_16
True,4.84014199713912,83.0999984741211,51440-82-5,1180,812.50220049283,64.38862501511,"4-Methyl-1,3-oxazine-2,6[3H]-dione",C5H5NO3,NIST17.L,24148.8753623963,5751.68360909268,Blank,BW_2021_08_16
True,5.18715168331124,91,100-41-4,855,830.684208640733,98.078976763728,Ethylbenzene,C8H10,NIST17.L,1763016.00349639,937107.748452638,Blank,BW_2021_08_16
True,5.1886612419514,106,1000307-95-2,2145,830.763303860806,79.0457724924115,"Nicotinic acid, 4-nitrophenyl ester",C12H8N2O4,NIST17.L,453272.882948215,374477.612245382,Blank,BW_2021_08_16
True,5.34859178879243,75,41632-89-7,696,839.143065641633,51.1146701199462,"Propane, 1,1-dimethoxy-2-methyl-",C6H14O2,NIST17.L,77413.6055584615,21048.6959865022,Blank,BW_2021_08_16
True,5.35443834769979,105,136-36-7,1855,839.449403435438,69.771348264412,"1,3-Benzenediol, monobenzoate",C13H10O3,NIST17.L,1103988.33273887,715847.085664235,Blank,BW_2021_08_16
True,5.35630647240203,91,108-38-3,866,839.547286174482,97.7217166554685,"Benzene, 1,3-dimethyl-",C8H10,NIST17.L,7622096.11335927,3106761.06938721,Blank,BW_2021_08_16
True,5.37728053981973,88,96-49-1,814,840.646248767977,64.4190480573886,"1,3-Dioxolan-2-one",C3H4O3,NIST17.L,3631.81106673381,1172.14796289062,Blank,BW_2021_08_16
True,5.69406459748387,57.0999984741211,142-96-1,858,857.244547164519,100,n-Butyl ether,C8H18O,Tesla_Libary_2021_01_01.mslibrary.xml,467563.594825323,254024.339610449,Blank,BW_2021_08_16
True,5.77956689229341,57.0999984741211,106-35-4,887,861.724547241867,90.3477368624678,3-Heptanone,C7H14O,NIST17.L,36280.731164042,14738.9811076746,Blank,BW_2021_08_16
True,5.82897577456454,104,100-42-5,893,864.313387657078,90.1505732110846,Styrene,C8H8,NIST17.L,871542.869223143,397644.436314527,Blank,BW_2021_08_16
True,5.87332345693476,91,108-38-3,866,866.63704014958,97.628875507691,m-Xylene,C8H10,Tesla_Libary_2021_01_01.mslibrary.xml,2811644.12054319,1184672.10809126,Blank,BW_2021_08_16
True,5.87931765446966,65.0999984741211,420-45-1,181,866.951113654622,58.695708468845,"Propane, 2,2-difluoro-",C3H6F2,NIST17.L,74932.1470905097,47660.2763823757,Blank,BW_2021_08_16
True,5.91625886149646,98.0999984741211,35629-70-0,913,868.88669457331,89.7289713608671,2-Amino-4-methyl-oxazole,C4H6N2O,NIST17.L,68217.9331725766,32769.7387390464,Blank,BW_2021_08_16
True,6.01440255309413,55.0999984741211,925-60-0,753,874.029056505562,81.2236651756609,n-Propyl acrylate,C6H10O2,NIST17.L,18216.2385028509,9662.55331802368,Blank,BW_2021_08_16
True,6.62227208911209,105,98-82-8,,905.879143973318,89.5709414411567,Isopropylbenzene                    P434,C9H12,PMW_TOX2.L,55984.1499466056,25748.1402145013,Blank,BW_2021_08_16
True,6.82431719623842,93,2867-05-2,929,916.465551011515,74.7886837707381,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",C10H16,NIST17.L,78001.398804002,19768.704132849,Blank,BW_2021_08_16
True,7.37621126014266,72,78-93-3,598,945.382733345466,65.8014659906907,2-Butanone,C4H8O,NIST17.L,20655.5695197812,10134.9142734692,Blank,BW_2021_08_16
True,7.48959895185879,105,100-52-7,962,951.32382380146,96.8601653132274,Benzaldehyde,C7H6O,NIST17.L,397130.751698757,133513.099921708,Blank,BW_2021_08_16
True,8.08805536388514,94,108-95-2,989,982.680698820306,71.4064308801408,Phenol,C6H6O,Tesla_Libary_2021_01_01.mslibrary.xml,167388.964420096,59713.8824582286,Blank,BW_2021_08_16
True,8.1568813127843,72,123-19-3,872,986.286920817956,62.4621748694829,4-Heptanone,C7H14O,NIST17.L,14132.2193165866,3308.32228362007,Blank,BW_2021_08_16
True,8.15752238733716,108,36215-07-3,728,986.320510723968,51.667201220139,"Propane, 1-chloro-3-methoxy-",C4H9ClO,NIST17.L,31147.3896345167,8093.79639631949,Blank,BW_2021_08_16
True,8.24582421773235,105,95-63-6,990,990.947195982902,84.0162032695376,"1,2,4-Trimethylbenzene              P434",C9H12,Tesla_Libary_2021_01_01.mslibrary.xml,64558.0706838669,24489.6705251405,Blank,BW_2021_08_16
True,8.32565315137438,97.0999984741211,63798-30-1,936,995.129933179459,69.7858819629606,"2-Butynamide, N-methyl-",C5H7NO,NIST17.L,28562.2573039663,7907.28163937794,Blank,BW_2021_08_16
True,8.35609209843793,71,109-21-7,997.794704819335,996.724820024343,84.9903070929713,Butyl butyrate,C8H16O2,Tesla_Libary_2021_01_01.mslibrary.xml,85706.550193926,38207.3934901896,Blank,BW_2021_08_16
