Best Hit,Component RT,Base Peak MZ,CAS#,Library RI,Component RI,Match Factor,Compound Name,Formula,Library File,Component Area,Base Peak Area,Type,Comment
True,4.10305390700778,71.0999984741211,110-63-4,900,778.693001571805,69.0631700650736,"1,4-Butanediol",C4H10O2,NIST17.L,659800.625335532,229424.049914154,Sample,72101595
True,4.10305428636334,71,40239-50-7,903,778.693021224139,73.2033059535627,"2,2,5-Trimethylhexan-4-one",C9H18O,NIST17.L,727183.951746554,229424.049914154,Sample,72101595
True,4.10591278802458,97.0999984741211,1000383-14-1,2441,778.841104542801,68.7933633660334,"Carbonic acid, 2-ethylhexyl tetradecyl ester",C23H46O3,NIST17.L,1658122.47032008,146220.263277018,Sample,72101595
True,4.11045887842787,97,624-29-3,810,779.076612593394,72.444196278825,"Cyclohexane, 1,4-dimethyl-, cis-",C8H16,NIST17.L,1060674.22392403,146220.263277018,Sample,72101595
True,4.11602597676221,83,1000417-50-1,938,779.365013474123,63.900987872827,"Propargylamine, N-tert-butyldimethylsilyl-",C9H19NSi,NIST17.L,378727.427460209,70613.5959012235,Sample,72101595
True,4.14638552635308,109.099998474121,1000436-16-2,1245,780.937775497481,51.7208955059973,1-(3-Methyl-2H-pyrazol-4-yl)ethanone,C6H8N2O,NIST17.L,422472.965286418,70073.1439909631,Sample,72101595
True,4.18015454468474,167,1733-63-7,2311,782.68716342694,53.7006508902109,"Ethanone, 1,2,2-triphenyl-",C20H16O,NIST17.L,156342.239141713,4388.1655508718,Sample,72101595
True,4.18973429907562,166,127-18-4,814,783.183438045704,91.6255706927151,Tetrachloroethylene,C2Cl4,NIST17.L,622515.234963516,93269.2999502709,Sample,72101595
True,4.24053563391636,70.0999984741211,1000282-54-8,1597,785.815177028992,54.6537959616222,"L-Proline, N-cyclobutylcarbonyl-, methyl ester",C11H17NO3,NIST17.L,182901.301498601,29889.6166709332,Sample,72101595
True,4.33566357202375,56,110-19-0,771,790.74323460665,79.2519701197128,Isobutyl acetate,C6H12O2,NIST17.L,112177.635717555,40737.4593902198,Sample,72101595
True,4.39856550520433,83,1000383-67-8,1039,794.001839330217,73.7629684455711,Butyl tiglate 3-methyl-2-,C10H18O2,NIST17.L,116107.354996938,22997.8858202346,Sample,72101595
True,4.8997037486515,99,57-06-7,886,819.963067621385,64.085767160242,Allyl Isothiocyanate,C4H5NS,NIST17.L,72309.2262025661,24289.0842420681,Sample,72101595
True,5.04888831469499,74.0999984741211,7552-07-0,1014,827.691503092469,74.050716711737,"1,2,4-Thiadiazole, 5-amino-",C2H3N3S,NIST17.L,149212.978287062,39061.2445058217,Sample,72101595
True,5.1499731840651,97,300-87-8,770,832.928156660252,69.2535856998597,"Isoxazole, 3,5-dimethyl-",C5H7NO,NIST17.L,42174.7677055305,20522.7719337769,Sample,72101595
True,5.19875354021808,50.0999984741211,6383-59-1,1619,835.455199804078,55.808248771888,"Phthalaldehydic acid, oxime",C8H7NO3,NIST17.L,189225.043034953,16735.4036635743,Sample,72101595
True,5.20324826411973,91,100-41-4,855,835.688046837491,97.3813804520966,Ethylbenzene,C8H10,NIST17.L,2790054.80904975,1429637.95316699,Sample,72101595
True,5.36810148958899,78,110-51-0,,844.228189755947,58.7475370872121,"Boron, trihydro(pyridine)-, (T-4)-",C5H8BN,NIST20.L,1712437.07946872,252407.661078534,Sample,72101595
True,5.37105278893161,91,108-38-3,866,844.381080414345,97.6270239317057,"Benzene, 1,3-dimethyl-",C8H10,NIST17.L,12021417.3341457,4776474.81176251,Sample,72101595
True,5.68676699905011,101,696-59-3,892,860.73650487222,85.0907933332056,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,186983.454964908,57006.0234156577,Sample,72101595
True,5.797354258326,85.0999984741211,19718-39-9,1032,866.465425228422,61.3457141015979,"Propanal, propylhydrazone",C6H14N2,NIST17.L,79055.4449195026,26893.783636963,Sample,72101595
True,5.84502499838973,104,100-42-5,893,868.934985238631,89.382179446978,Styrene,C8H8,NIST17.L,1375417.32756071,566114.320238618,Sample,72101595
True,5.88615079013227,91,108-38-3,866,871.065487314742,96.1870664388681,"1,3-Dimethylbenzene",C8H10,Tesla_Libary_2021_01_01.mslibrary.xml,4170856.16544404,1751634.3470396,Sample,72101595
True,5.88933909767163,77,461-64-3,460,871.230656070019,67.9166325508308,Ethyl fluoroformate,C3H5FO2,NIST17.L,313900.288002385,158052.896650292,Sample,72101595
True,5.89008077172558,65.0999984741211,542-58-5,835,871.269078141541,56.4126776524071,"Ethanol, 2-chloro-, acetate",C4H7ClO2,NIST17.L,138058.324986991,67593.5526024977,Sample,72101595
True,5.91736706081985,98,108-94-1,894,872.682631366939,92.9103789147994,Cyclohexanone,C6H10O,NIST17.L,310636.258436401,100778.819484842,Sample,72101595
True,6.02177818978013,101,696-59-3,892,878.091600230363,88.1440404037617,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,222099.055072494,59497.0373136498,Sample,72101595
True,6.14688042351023,112.099998474121,98-03-3,1008,884.572461932837,83.847706578087,2-Thiophenecarboxaldehyde,C5H4OS,NIST17.L,54089.5266185232,20357.226374115,Sample,72101595
True,6.23109485895412,57.0999984741211,111-76-2,906,888.935150696983,86.2615197146096,"Ethanol, 2-butoxy-",C6H14O2,NIST17.L,455345.374870393,218906.00793393,Sample,72101595
True,6.34044878039373,151,2186-92-7,1476,894.600178573323,67.0815324182564,Anisaldehyde dimethyl acetal,C10H14O3,NIST17.L,85852.0693370604,40445.9193823243,Sample,72101595
True,6.3598133394207,108,74-96-4,522,895.603350341254,70.3780418849067,Ethyl bromide,C2H5Br,NIST17.L,47153.6876114326,18021.6925881334,Sample,72101595
True,6.4904816714019,123,1000355-67-5,1534,902.372561115621,52.3836911370026,"4-Fluorobenzoic acid, 2-methylpentyl ester",C13H17FO2,NIST17.L,12034.0563940508,3591.87061010744,Sample,72101595
True,6.63422621942208,105,526-73-8,1013,909.819179041032,72.7282833222588,"Benzene, 1,2,3-trimethyl-",C9H12,NIST17.L,125850.391377048,56128.5422940268,Sample,72101595
True,6.83142420003652,93,53547-60-7,1089,920.034926612148,59.6352136373559,6-Methyl-2-pyridinecarbaldehyde,C7H7NO,NIST17.L,223330.468508243,17862.9860960997,Sample,72101595
True,6.83694900869597,107,108-47-4,930,920.321136696388,78.9072209322824,"Pyridine, 2,4-dimethyl-",C7H9N,NIST17.L,425617.833543241,145848.021334925,Sample,72101595
True,7.09174654973417,57.0999984741211,110-91-8,854,933.520802092945,84.1769063989787,Morpholine,C4H9NO,NIST17.L,274166.831519963,82301.6963948821,Sample,72101595
True,7.10027929774631,56,6719-21-7,1153,933.96283704436,65.7951149704049,2-Aminocyanoacetamide,C3H5N3O,NIST17.L,57340.6210539456,37237.8238653093,Sample,72101595
True,7.15814495484393,107,106-49-0,1072,936.960539881397,87.8332934324177,p-Aminotoluene,C7H9N,NIST17.L,135068.05480114,57404.6316569905,Sample,72101595
True,7.30988245179971,101,766-15-4,832,944.821228723866,67.2967180369725,"1,3-Dioxane, 4,4-dimethyl-",C6H12O2,NIST17.L,62372.6913794907,18647.0770802774,Sample,72101595
True,7.3340352673497,91,122-78-1,1045,946.072453843016,87.8354790501658,Benzeneacetaldehyde,C8H8O,NIST17.L,125863.603455797,64744.2358182421,Sample,72101595
True,7.38745813414311,72,78-93-3,598,948.840000041949,79.8157783636717,2-Butanone,C4H8O,NIST17.L,61495.6401579345,38017.8332438094,Sample,72101595
True,7.43166985329214,119,1000307-45-8,2015,951.130367119261,93.0679421263744,"o-Toluic acid, 4-cyanophenyl ester",C15H11NO2,NIST17.L,265435.400657801,147219.706626563,Sample,72101595
