Best Hit,Component RT,Base Peak MZ,CAS#,Library RI,Component RI,Match Factor,Compound Name,Formula,Library File,Component Area,Base Peak Area,Type,Comment
True,4.09634136522461,88,89489-60-1,869,780.002934682532,60.2411422026189,"Ethenol, 2-ethoxy-, acetate",C6H10O3,NIST17.L,192691.311477355,67515.8084927453,Sample,72102861
True,4.12417582135981,61,109-60-4,708,781.452149030141,68.7203874849331,n-Propyl acetate,C5H10O2,NIST17.L,1528990.17382799,869594.050859783,Sample,72102861
True,4.27640093328298,83.0999984741211,1003-78-7,,789.377822705738,82.479739907828,"2,4-Dimethylsulfolane",C6H12O2S,NIST20.L,331707.110972844,77429.3673685868,Sample,72102861
True,4.34457730919214,93,3083-88-3,1790,792.927458511646,58.6773808161373,1-Butyl-3-phenylurea,C11H16N2O,NIST17.L,58083.0142641891,41124.5247623892,Sample,72102861
True,4.35134766689405,206.900009155273,541-05-9,851,793.279960442073,90.3210035529709,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,NIST17.L,265354.996314331,136099.671399015,Sample,72102861
True,4.39840994310022,89,21983-72-2,821,795.730280490642,61.9580936545182,"3,3-Dimethoxy-2-butanone",C6H12O3,NIST17.L,123433.137243338,44866.7881577612,Sample,72102861
True,4.4861478790731,83.0999984741211,73583-56-9,1334,800.298398330769,82.5301533009326,"2,6-Dimethyl-6-nitro-2-hepten-4-one",C9H15NO3,NIST17.L,93322.0234003132,35950.8638561119,Sample,72102861
True,4.80300601801368,89,21983-72-2,821,816.7957697498,73.0217610087288,"3,3-Dimethoxy-2-butanone",C6H12O3,NIST20.L,241171.634246163,110011.027106411,Sample,72102861
True,4.92720390151291,103,75-69-4,473,823.262192295849,75.8925996795588,Trichloromonofluoromethane,CCl3F,NIST17.L,101347.740114933,54469.1654496594,Sample,72102861
True,5.07273256311453,63,10165-13-6,550,830.839212064329,66.9217306340223,"Ethylenimine, N-chloro-",C2H4ClN,NIST17.L,232020.031818012,26374.5768269279,Sample,72102861
True,5.19349317653321,93,5638-76-6,,837.126671490238,64.2730391228138,Betahistine,C8H12N2,SWGDRUG.L,53093.782985667,38042.3088718872,Sample,72102861
True,5.57792332513211,101,696-59-3,892,857.142212095615,88.7407917981376,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,183999.684085783,48336.6288635162,Sample,72102861
True,5.75851671250716,91,108-38-3,866,866.544893678322,93.3884757256073,"1,3-Dimethylbenzene",C8H10,Tesla_Libary_2021_01_01.mslibrary.xml,3821507.12278588,1466836.05030235,Sample,72102861
