Best Hit,Component RT,Base Peak MZ,CAS#,Library RI,Component RI,Match Factor,Compound Name,Formula,Library File,Component Area,Base Peak Area,Type,Comment
True,4.10653703153769,69,4436-75-3,898,776.904802544762,75.6623443159959,"3-Hexene-2,5-dione",C6H8O2,NIST17.L,1020985.15962968,487813.47401706,Blank,BW_2021_06_23
True,4.13140818432472,71.0999984741211,85582-66-7,1478,778.198103782989,59.1481753371509,"3-Fluorobenzyl mercaptan, S-(2-methylpropionyl)-",C11H13FOS,NIST17.L,1149788.44380403,408150.612095732,Blank,BW_2021_06_23
True,4.19093745297819,166,127-18-4,814,781.293628848495,86.4107156066159,Tetrachloroethylene,C2Cl4,NIST17.L,630120.715048829,53206.885377197,Blank,BW_2021_06_23
True,4.22836932536793,111.099998474121,1000410-84-0,2448,783.240088159221,54.7329754299526,"2-[2-Oxo-2-(thiophen-3-yl)ethyl]isoindole-1,3-dione",C14H9NO3S,NIST17.L,418455.531677008,193254.734847401,Blank,BW_2021_06_23
True,4.33178887302953,56.0999984741211,123-86-4,812,788.617910015446,89.7966265300991,"Acetic acid, butyl ester",C6H12O2,NIST17.L,1097917.42505556,168054.290459588,Blank,BW_2021_06_23
True,4.40733701553945,84.0999984741211,6311-90-6,1479,792.546417354469,58.3345427277679,2-(2-Pyrrolidin-1-yl-ethyl)-pyridine,C11H16N2,NIST17.L,167521.943779308,21724.6513577846,Blank,BW_2021_06_23
True,4.47919100685648,207,541-05-9,851,796.282828639366,92.6291973008413,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,NIST17.L,552625.761878151,269492.740972169,Blank,BW_2021_06_23
True,4.52439928662298,89,21983-72-2,821,798.633661538057,52.0606417111993,"3,3-Dimethoxy-2-butanone",C6H12O3,NIST17.L,71397.6748420347,22002.7435043843,Blank,BW_2021_06_23
True,4.60879298338479,83,22581-42-6,893,803.022138158147,82.8403874320829,"2-Pyrazoline, 4-ethyl-1-methyl-",C6H12N2,NIST17.L,94514.7192202677,50348.8356248807,Blank,BW_2021_06_23
True,4.61200455296435,83.0999984741211,13905-10-7,1080,803.189139943286,81.3522175021722,"4-Hexen-3-one, 5-methyl-",C7H12O,NIST17.L,67684.1110294932,50348.8356248807,Blank,BW_2021_06_23
True,4.88883298420153,99.0999984741211,645-67-0,1064,817.584232762712,65.7228662298475,"Pentanoic acid, 4-oxo-, propyl ester",C8H14O3,NIST17.L,36885.8321672723,14547.4994455566,Blank,BW_2021_06_23
True,4.92489276409249,89.0999984741211,21983-72-2,821,819.459343192153,72.5399487947403,"3,3-Dimethoxy-2-butanone",C6H12O3,NIST20.L,171870.729986423,83627.0963819835,Blank,BW_2021_06_23
True,5.00926009371447,78,67-68-5,,823.846448719601,83.057301857961,Dimethylsulfoxide                   P201,C2H6OS,PMW_TOX2.L,156701.880469792,114149.185939409,Blank,BW_2021_06_23
True,5.064135310428,74,542-59-6,863,826.699962842219,79.7603016504017,"1,2-Ethanediol, monoacetate",C4H8O3,NIST17.L,104856.090526182,48264.4331747146,Blank,BW_2021_06_23
True,5.20364045155783,91,100-41-4,855,833.954237435245,96.9022617743442,Ethylbenzene,C8H10,NIST17.L,4577791.22896832,2452454.65351692,Blank,BW_2021_06_23
True,5.36792322079807,103,67-68-5,824,842.496949978449,55.8181935334118,Dimethyl Sulfoxide,C2H6OS,NIST17.L,2970617.69155464,585780.077770982,Blank,BW_2021_06_23
True,5.37089360735637,91,108-38-3,866,842.651410233942,98.286919967718,"Benzene, 1,3-dimethyl-",C8H10,NIST17.L,21238015.1377086,8657665.00142519,Blank,BW_2021_06_23
True,5.38581568138848,93.0999984741211,1000346-75-6,3203,843.42735885956,64.2201782188565,"Silane, dimethyloctyloxydocosyloxy-",C32H68O2Si,NIST17.L,43681.9279753843,22599.7203140437,Blank,BW_2021_06_23
True,5.68824950028631,101,696-59-3,892,859.153933168821,86.1659497673013,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,154826.551070978,48739.2719527475,Blank,BW_2021_06_23
True,5.84367699325638,104,100-42-5,893,867.236170885503,80.1042768106191,Styrene,C8H8,NIST17.L,1207223.83138413,597406.600355789,Blank,BW_2021_06_23
True,5.88083171145254,63,1192-27-4,,869.16821816375,58.0124440926556,"5-Diazo-1,3-cyclopentadiene",C5H4N2,NIST20.L,373602.051810823,114264.18736731,Blank,BW_2021_06_23
True,5.88678296934334,105,19847-12-2,946,869.477683883538,63.5107221746299,Cyanopyrazine,C5H3N3,NIST17.L,1349162.20064279,616127.47135125,Blank,BW_2021_06_23
True,5.88831251314065,91,108-38-3,866,869.557220240534,97.4131200732266,"1,3-Dimethylbenzene",C8H10,Tesla_Libary_2021_01_01.mslibrary.xml,6969510.74431344,2868231.99611016,Blank,BW_2021_06_23
True,5.91612417328514,55,108-94-1,894,871.003428014255,88.2955972801838,Cyclohexanone,C6H10O,NIST17.L,253990.186548672,56602.5474847553,Blank,BW_2021_06_23
True,6.0219384633098,101.099998474121,696-59-3,892,876.505776597886,86.0196383615718,"Furan, tetrahydro-2,5-dimethoxy-",C6H12O3,NIST17.L,227931.01673984,58160.1262622565,Blank,BW_2021_06_23
True,6.14552641556886,112.099998474121,632-15-5,888,882.932356541938,83.2883630712768,"Thiophene, 3,4-dimethyl-",C6H8S,NIST20.L,58540.0302850201,21178.5521431971,Blank,BW_2021_06_23
True,6.23492330068995,57,111-76-2,906,887.580999216877,84.503146024992,"Ethanol, 2-butoxy-",C6H14O2,NIST17.L,320618.149089564,150348.619668499,Blank,BW_2021_06_23
True,6.63173550838355,105,98-82-8,921,908.215254651199,79.7129582771091,"Benzene, (1-methylethyl)-",C9H12,NIST17.L,119289.227159039,50712.9566246506,Blank,BW_2021_06_23
True,6.73640176444185,117,1000453-76-7,1710,913.657905408882,59.8062017973342,"L-Homophenylalanine, N-isopropyl-, isopropyl ester",C16H25NO2,NIST17.L,26591.0171276056,8284.56668063348,Blank,BW_2021_06_23
True,6.82585464103061,107,60-18-4,1748,918.309459643051,77.2202668375648,Tyrosine,C9H11NO3,NIST17.L,322758.822049616,177915.141904412,Blank,BW_2021_06_23
True,6.83949632785166,93.0999984741211,64-10-8,1402,919.018828067114,59.3338052697078,"Urea, phenyl-",C7H8N2O,NIST17.L,78707.6246502464,21560.5980764811,Blank,BW_2021_06_23
True,6.84879979350397,93,21035-59-6,1085,919.502608764815,68.8624306339242,"2-Pyridinemethanamine, N-methyl-",C7H10N2,NIST17.L,147614.427723758,21560.5980764811,Blank,BW_2021_06_23
True,7.04377920609795,101.099998474121,1118-69-0,883,929.641548358642,76.5892701416022,"Isopropylamine, N-acetyl-",C5H11NO,NIST17.L,28801.9462910596,20370.4761029345,Blank,BW_2021_06_23
True,7.09727182607074,87,110-91-8,854,932.423167378846,87.4936900496975,Morpholine,C4H9NO,NIST17.L,176386.787899536,51167.8005409377,Blank,BW_2021_06_23
True,7.10070671576472,87.0999984741211,5131-66-8,945,932.601781821547,85.3362268510321,"2-Propanol, 1-butoxy-",C7H16O2,NIST17.L,176697.289745964,51167.8005409377,Blank,BW_2021_06_23
True,7.15527167543821,107,583-61-9,943,935.439162561949,85.3740522939795,"Pyridine, 2,3-dimethyl-",C7H9N,NIST20.L,230220.557645667,68676.202118771,Blank,BW_2021_06_23
True,7.15542476632145,106,13002-92-1,861,935.447123295839,62.5744360989484,"N,N-Di(2-propynyl)-N-ethylamine",C8H11N,NIST17.L,85407.1805534642,49347.0876990355,Blank,BW_2021_06_23
True,7.30984732977988,101,5331-48-6,975,943.477104625659,72.12933930089,N-(n-Propyl)acetamide,C5H11NO,NIST17.L,55992.3251220261,15326.0296682895,Blank,BW_2021_06_23
True,7.41188446116677,97.0999984741211,16054-12-9,560,948.783040763713,64.4522655919041,"1,1-Dimethyl-1-silacyclo-3-pentene",C6H12Si,NIST17.L,89983.4423210046,21633.1701969511,Blank,BW_2021_06_23
